,System,User,Operation,Object,Date,Day,Time
713,1,3,8,9.0,20200102,4,112952
714,1,17,1,,20200102,4,113008
715,1,17,5,9.0,20200102,4,113040
716,1,4,3,4.0,20200102,4,113145
717,2,18,7,16.0,20200102,4,113250
718,1,12,1,,20200102,4,113422
719,2,18,3,15.0,20200102,4,113434
720,1,15,3,8.0,20200102,4,113440
721,1,19,1,,20200102,4,113500
722,1,11,12,,20200102,4,113543
723,1,19,2,,20200102,4,113635
724,1,7,1,,20200102,4,113650
725,1,12,8,6.0,20200102,4,113651
726,1,10,2,,20200102,4,113732
727,1,9,3,3.0,20200102,4,113900
728,1,12,3,1.0,20200102,4,114031
729,1,15,4,8.0,20200102,4,114158
730,2,13,8,18.0,20200102,4,114208
731,1,11,12,,20200102,4,114312
732,2,20,7,18.0,20200102,4,114402
733,1,19,1,,20200102,4,114559
734,1,19,2,,20200102,4,114616
735,1,14,8,11.0,20200102,4,114640
736,1,13,4,11.0,20200102,4,114741
737,1,10,1,,20200102,4,114742
738,1,11,2,,20200102,4,114904
739,1,21,2,,20200102,4,114944
740,1,3,8,9.0,20200102,4,115000
741,1,11,1,,20200102,4,115059
742,1,16,2,,20200102,4,115223
743,1,3,3,13.0,20200102,4,115231
744,1,15,4,8.0,20200102,4,115334
745,1,17,2,,20200102,4,115457
746,1,15,4,8.0,20200102,4,115641
747,1,14,2,,20200102,4,115726
748,2,18,8,15.0,20200102,4,115748
749,2,18,8,16.0,20200102,4,115810
750,1,21,1,,20200102,4,115941
751,1,10,2,,20200102,4,120001
752,2,20,8,18.0,20200102,4,120006
753,2,21,3,15.0,20200102,4,120015
754,1,16,1,,20200102,4,120131
755,1,11,13,,20200102,4,120203
756,1,15,7,8.0,20200102,4,120307
757,2,12,3,17.0,20200102,4,120430
758,1,18,2,,20200102,4,120438
759,2,21,4,15.0,20200102,4,120526
760,1,15,3,8.0,20200102,4,120552
761,1,19,1,,20200102,4,120658
762,1,19,2,,20200102,4,120754
763,2,20,7,18.0,20200102,4,120839
764,1,19,1,,20200102,4,120859
765,1,2,4,12.0,20200102,4,120905
766,1,12,8,6.0,20200102,4,121152
767,1,14,1,,20200102,4,121203
768,1,18,1,,20200102,4,121218
769,2,18,4,15.0,20200102,4,121252
770,1,2,2,,20200102,4,121300
771,2,20,4,18.0,20200102,4,121409
772,1,16,2,,20200102,4,121544
773,2,18,8,16.0,20200102,4,121730
774,1,3,3,10.0,20200102,4,121740
775,1,12,2,,20200102,4,121912
776,1,17,1,,20200102,4,122002
777,1,16,1,,20200102,4,122040
778,2,17,5,17.0,20200102,4,122110
779,1,17,2,,20200102,4,122157
780,1,12,1,,20200102,4,122303
781,2,20,7,18.0,20200102,4,122341
782,1,19,2,,20200102,4,122510
783,1,21,2,,20200102,4,122734
784,2,13,8,18.0,20200102,4,122748
785,1,21,1,,20200102,4,122829
786,1,16,7,13.0,20200102,4,122842
787,1,6,3,3.0,20200102,4,123018
788,2,22,4,15.0,20200102,4,123040
789,1,14,2,,20200102,4,123046
790,1,15,4,8.0,20200102,4,123058
791,2,18,8,15.0,20200102,4,123249
792,2,18,8,16.0,20200102,4,123333
793,1,19,1,,20200102,4,123410
794,1,11,14,,20200102,4,123428
795,2,22,3,15.0,20200102,4,123512
796,2,22,3,18.0,20200102,4,123603
797,2,20,4,18.0,20200102,4,123612
798,2,21,4,15.0,20200102,4,123649
799,1,12,8,1.0,20200102,4,123719
800,2,18,4,16.0,20200102,4,123758
801,1,16,3,10.0,20200102,4,123828
802,1,16,7,13.0,20200102,4,123837
803,2,15,3,18.0,20200102,4,123901
804,1,16,7,12.0,20200102,4,123913
805,1,10,1,,20200102,4,123957
806,1,17,1,,20200102,4,124025
807,1,21,2,,20200102,4,124110
808,1,5,3,3.0,20200102,4,124210
809,1,16,3,12.0,20200102,4,124353
810,1,20,2,,20200102,4,124430
811,1,17,5,3.0,20200102,4,124434
812,1,10,11,,20200102,4,124453
813,1,10,11,,20200102,4,124524
814,1,22,2,,20200102,4,124607
815,1,16,2,,20200102,4,124837
816,1,12,3,1.0,20200102,4,125011
817,2,18,8,15.0,20200102,4,125101
818,1,20,1,,20200102,4,125122
819,1,5,2,,20200102,4,125210
820,2,20,4,18.0,20200102,4,125425
821,2,17,5,17.0,20200102,4,125454
822,1,16,1,,20200102,4,125526
823,1,15,7,8.0,20200102,4,125533
824,1,2,1,,20200102,4,125549
825,1,12,7,1.0,20200102,4,125645
826,1,14,1,,20200102,4,125823
827,2,3,4,16.0,20200102,4,125843
828,1,12,8,7.0,20200102,4,125947
829,1,11,14,,20200102,4,130257
830,1,18,2,,20200102,4,130258
831,1,12,3,7.0,20200102,4,130344
832,1,15,4,8.0,20200102,4,130601
833,1,8,3,3.0,20200102,4,130731
834,1,18,1,,20200102,4,130732
835,2,20,3,16.0,20200102,4,130833
836,1,10,2,,20200102,4,130838
837,1,22,1,,20200102,4,131003
838,1,1,7,9.0,20200102,4,131242
839,1,21,1,,20200102,4,131343
840,1,6,3,4.0,20200102,4,131408
841,1,16,2,,20200102,4,131506
842,2,20,4,18.0,20200102,4,131640
843,1,2,3,14.0,20200102,4,131654
844,1,11,14,,20200102,4,131704
845,2,17,5,16.0,20200102,4,131821
846,1,10,1,,20200102,4,131822
847,1,12,2,,20200102,4,131848
848,1,16,1,,20200102,4,131904
849,2,18,4,16.0,20200102,4,131916
850,1,19,2,,20200102,4,132024
851,1,3,7,4.0,20200102,4,132043
852,1,12,1,,20200102,4,132121
853,1,11,11,,20200102,4,132345
854,1,10,2,,20200102,4,132550
855,1,15,2,,20200102,4,132616
856,2,12,7,17.0,20200102,4,132742
857,1,15,1,,20200102,4,132931
858,2,20,3,17.0,20200102,4,132932
859,1,1,7,9.0,20200102,4,133035
860,2,18,7,15.0,20200102,4,133045
861,1,15,4,8.0,20200102,4,133200
862,1,12,3,6.0,20200102,4,133257
863,1,18,2,,20200102,4,133409
864,1,13,2,,20200102,4,133444
865,1,18,1,,20200102,4,133454
866,1,13,1,,20200102,4,133544
867,1,13,7,19.0,20200102,4,133708
868,1,16,2,,20200102,4,133757
869,1,15,7,8.0,20200102,4,133920
870,1,6,3,3.0,20200102,4,133956
871,1,16,1,,20200102,4,134150
872,1,16,8,14.0,20200102,4,134205
873,2,18,8,15.0,20200102,4,134231
874,1,12,3,7.0,20200102,4,134251
875,1,10,1,,20200102,4,134330
876,1,19,1,,20200102,4,134348
877,2,18,7,15.0,20200102,4,134455
878,2,18,4,15.0,20200102,4,134512
879,1,12,4,2.0,20200102,4,134603
880,2,20,7,18.0,20200102,4,134702
881,2,20,3,16.0,20200102,4,134752
882,1,19,2,,20200102,4,134819
883,1,17,5,3.0,20200102,4,134844
884,1,19,1,,20200102,4,134859
885,2,20,7,18.0,20200102,4,134945
886,1,15,8,8.0,20200102,4,134951
887,2,21,4,15.0,20200102,4,135025
888,1,21,2,,20200102,4,135154
889,1,8,3,3.0,20200102,4,135223
890,1,21,1,,20200102,4,135336
891,2,22,4,15.0,20200102,4,135337
892,2,13,7,18.0,20200102,4,135437
893,1,10,13,,20200102,4,135655
894,2,22,4,15.0,20200102,4,135749
895,1,12,4,6.0,20200102,4,135814
896,1,8,3,4.0,20200102,4,135828
897,1,13,3,19.0,20200102,4,135917
898,1,14,7,19.0,20200102,4,140057
899,2,15,3,18.0,20200102,4,140129
900,2,22,3,15.0,20200102,4,140404
901,1,15,2,,20200102,4,140559
902,2,21,4,15.0,20200102,4,140616
903,1,15,1,,20200102,4,140649
904,1,15,7,8.0,20200102,4,140719
905,1,21,2,,20200102,4,140722
906,1,8,3,3.0,20200102,4,140842
907,2,14,8,18.0,20200102,4,140950
908,2,18,3,16.0,20200102,4,141137
909,1,12,3,6.0,20200102,4,141341
910,1,17,2,,20200102,4,141447
911,1,15,7,8.0,20200102,4,141513
912,1,22,2,,20200102,4,141723
913,1,16,3,8.0,20200102,4,141842
914,1,3,3,1.0,20200102,4,142101
915,1,11,11,,20200102,4,142121
916,1,12,7,1.0,20200102,4,142317
917,1,6,2,,20200102,4,142427
918,1,12,2,,20200102,4,142533
919,1,15,8,8.0,20200102,4,142630
920,1,14,4,11.0,20200102,4,142631
921,1,2,7,3.0,20200102,4,142635
922,2,18,3,15.0,20200102,4,142652
923,1,2,7,10.0,20200102,4,142654
924,2,20,4,18.0,20200102,4,142731
925,2,20,4,18.0,20200102,4,142753
926,1,22,1,,20200102,4,142837
927,2,18,7,16.0,20200102,4,142908
928,1,5,1,,20200102,4,143004
929,1,16,7,14.0,20200102,4,143005
930,1,16,7,13.0,20200102,4,143032
931,1,17,1,,20200102,4,143051
932,2,18,4,15.0,20200102,4,143052
933,2,20,4,18.0,20200102,4,143118
934,2,20,7,18.0,20200102,4,143119
935,1,17,2,,20200102,4,143136
936,1,15,7,8.0,20200102,4,143203
937,1,14,7,19.0,20200102,4,143210
938,1,2,2,,20200102,4,143317
939,2,19,3,18.0,20200102,4,143408
940,1,17,1,,20200102,4,143507
941,1,17,2,,20200102,4,143524
942,1,10,12,,20200102,4,143533
943,1,17,1,,20200102,4,143751
944,1,17,2,,20200102,4,143759
945,1,16,8,12.0,20200102,4,143808
946,1,19,2,,20200102,4,143829
947,2,18,8,15.0,20200102,4,143832
948,2,18,4,16.0,20200102,4,143918
949,2,20,4,18.0,20200102,4,144017
950,2,22,3,15.0,20200102,4,144021
951,1,11,11,,20200102,4,144511
952,1,3,4,10.0,20200102,4,144520
953,1,14,8,11.0,20200102,4,144652
954,1,10,14,,20200102,4,144741
955,1,12,1,,20200102,4,144811
956,1,1,7,3.0,20200102,4,144907
957,1,11,11,,20200102,4,144909
958,2,18,8,15.0,20200102,4,144923
959,1,3,4,3.0,20200102,4,144934
960,1,11,12,,20200102,4,145008
961,1,7,2,,20200102,4,145032
962,2,12,8,17.0,20200102,4,145133
963,1,19,1,,20200102,4,145309
964,1,16,2,,20200102,4,145537
965,1,19,3,19.0,20200102,4,145847
966,1,17,1,,20200102,4,150142
967,1,19,2,,20200102,4,150237
968,1,19,1,,20200102,4,150244
969,1,17,5,2.0,20200102,4,150307
970,1,11,15,,20200102,4,150327
971,1,6,1,,20200102,4,150432
972,1,15,4,8.0,20200102,4,150510
973,1,11,12,,20200102,4,150519
974,2,22,4,15.0,20200102,4,150525
975,1,3,8,3.0,20200102,4,150701
976,1,2,1,,20200102,4,150818
977,1,2,3,10.0,20200102,4,150934
978,2,22,4,15.0,20200102,4,151023
979,1,16,1,,20200102,4,151319
980,2,13,3,18.0,20200102,4,151337
981,2,12,7,17.0,20200102,4,151418
982,1,1,8,3.0,20200102,4,151516
983,2,22,3,15.0,20200102,4,151535
984,1,14,8,11.0,20200102,4,151653
985,1,20,2,,20200102,4,151707
986,1,13,8,19.0,20200102,4,151717
987,1,20,1,,20200102,4,151934
988,1,15,8,8.0,20200102,4,151956
989,1,17,2,,20200102,4,152003
990,2,22,3,18.0,20200102,4,152115
991,1,16,2,,20200102,4,152140
992,1,14,4,11.0,20200102,4,152156
993,1,15,2,,20200102,4,152329
994,1,8,2,,20200102,4,152332
995,2,20,7,18.0,20200102,4,152520
996,2,13,3,17.0,20200102,4,153024
997,1,16,1,,20200102,4,153112
998,1,16,3,4.0,20200102,4,153112
999,1,5,3,3.0,20200102,4,153316
1000,1,13,8,11.0,20200102,4,153352
1001,1,17,1,,20200102,4,153524
1002,1,21,1,,20200102,4,153533
1003,1,17,2,,20200102,4,153613
1004,2,13,3,16.0,20200102,4,153619
1005,1,10,13,,20200102,4,153718
1006,1,10,11,,20200102,4,153744
1007,1,12,8,6.0,20200102,4,153803
1008,2,20,7,18.0,20200102,4,153850
1009,1,14,4,11.0,20200102,4,153910
1010,1,12,2,,20200102,4,153940
1011,1,11,15,,20200102,4,154001
1012,1,15,1,,20200102,4,154129
1013,1,14,2,,20200102,4,154225
1014,1,19,2,,20200102,4,154236
1015,2,20,8,18.0,20200102,4,154335
1016,1,16,4,13.0,20200102,4,154416
1017,1,8,1,,20200102,4,154443
1018,1,16,7,13.0,20200102,4,154529
1019,1,22,2,,20200102,4,154551
1020,1,14,1,,20200102,4,154552
1021,1,10,15,,20200102,4,154700
1022,1,12,1,,20200102,4,154742
1023,1,17,1,,20200102,4,154815
1024,2,20,8,18.0,20200102,4,154818
1025,2,20,4,18.0,20200102,4,154952
1026,2,21,3,15.0,20200102,4,155046
1027,1,15,4,8.0,20200102,4,155107
1028,1,19,1,,20200102,4,155114
1029,1,9,2,,20200102,4,155203
1030,2,21,4,15.0,20200102,4,155204
1031,2,14,8,18.0,20200102,4,155217
1032,1,18,2,,20200102,4,155259
1033,1,15,4,8.0,20200102,4,155312
1034,1,15,4,8.0,20200102,4,155528
1035,1,14,7,11.0,20200102,4,155550
1036,1,18,1,,20200102,4,155730
1037,2,20,8,18.0,20200102,4,155732
1038,2,20,3,17.0,20200102,4,155749
1039,1,16,2,,20200102,4,155834
1040,1,12,3,6.0,20200102,4,155859
1041,1,19,2,,20200102,4,160036
1042,1,12,4,1.0,20200102,4,160143
1043,1,22,1,,20200102,4,160227
1044,1,2,4,3.0,20200102,4,160236
1045,1,12,3,5.0,20200102,4,160237
1046,1,17,2,,20200102,4,160425
1047,2,18,3,15.0,20200102,4,160610
1048,1,13,2,,20200102,4,160652
1049,1,16,1,,20200102,4,160848
1050,1,16,7,12.0,20200102,4,160852
1051,1,11,13,,20200102,4,160940
1052,1,4,3,4.0,20200102,4,161059
1053,2,14,4,18.0,20200102,4,161114
1054,1,22,2,,20200102,4,161123
1055,1,13,1,,20200102,4,161241
1056,2,18,8,16.0,20200102,4,161310
1057,1,22,1,,20200102,4,161424
1058,1,6,2,,20200102,4,161536
1059,1,18,2,,20200102,4,161630
1060,2,21,4,15.0,20200102,4,161848
1061,1,18,1,,20200102,4,162010
1062,1,19,1,,20200102,4,162021
1063,1,10,15,,20200102,4,162033
1064,2,18,7,16.0,20200102,4,162044
1065,1,20,2,,20200102,4,162051
1066,1,8,3,3.0,20200102,4,162259
1067,1,8,3,4.0,20200102,4,162317
1068,1,15,2,,20200102,4,162359
1069,2,21,4,15.0,20200102,4,162405
1070,1,17,1,,20200102,4,162507
1071,1,12,8,2.0,20200102,4,162555
1072,1,20,1,,20200102,4,162620
1073,1,17,2,,20200102,4,162628
1074,2,20,7,18.0,20200102,4,162640
1075,1,6,1,,20200102,4,162724
1076,1,17,1,,20200102,4,162920
1077,2,18,4,15.0,20200102,4,162941
1078,1,11,13,,20200102,4,163100
1079,1,10,2,,20200102,4,163200
1080,1,16,2,,20200102,4,163202
1081,1,19,3,19.0,20200102,4,163420
1082,1,17,2,,20200102,4,163451
1083,1,7,1,,20200102,4,163626
1084,1,12,2,,20200102,4,163632
1085,1,6,3,3.0,20200102,4,163643
1086,1,9,1,,20200102,4,163916
1087,1,17,1,,20200102,4,164101
1088,2,13,3,16.0,20200102,4,164154
1089,1,8,3,4.0,20200102,4,164221
1090,1,20,2,,20200102,4,164329
1091,1,17,2,,20200102,4,164358
1092,1,1,8,9.0,20200102,4,164622
1093,1,19,2,,20200102,4,164654
1094,1,18,2,,20200102,4,164724
1095,1,13,2,,20200102,4,164918
1096,1,21,2,,20200102,4,164939
1097,1,17,1,,20200102,4,164955
1098,1,13,1,,20200102,4,165202
1099,1,13,8,19.0,20200102,4,165209
1100,1,18,1,,20200102,4,165316
1101,1,11,15,,20200102,4,165427
1102,1,15,1,,20200102,4,165443
1103,2,18,4,15.0,20200102,4,165450
1104,1,20,1,,20200102,4,165452
1105,1,19,1,,20200102,4,165534
1106,2,15,3,18.0,20200102,4,165537
1107,2,20,4,18.0,20200102,4,165610
1108,1,15,7,8.0,20200102,4,165639
1109,2,18,3,15.0,20200102,4,165740
1110,1,16,1,,20200102,4,165755
1111,2,14,3,16.0,20200102,4,165943
1112,1,10,1,,20200102,4,165945
1113,1,21,1,,20200103,5,90134
1114,1,6,3,3.0,20200103,5,90154
1115,1,19,2,,20200103,5,90317
1116,1,15,7,8.0,20200103,5,90515
1117,1,18,2,,20200103,5,90601
1118,1,17,2,,20200103,5,90634
1119,1,17,1,,20200103,5,90724
1120,1,15,4,8.0,20200103,5,90758
1121,1,11,2,,20200103,5,90845
1122,1,1,8,3.0,20200103,5,90928
1123,1,6,3,4.0,20200103,5,91001
1124,1,11,1,,20200103,5,91004
1125,1,18,1,,20200103,5,91049
1126,1,19,1,,20200103,5,91306
1127,1,18,2,,20200103,5,91311
1128,2,21,4,15.0,20200103,5,91329
1129,1,18,1,,20200103,5,91336
1130,2,14,7,18.0,20200103,5,91433
1131,1,13,8,11.0,20200103,5,91438
1132,1,17,5,3.0,20200103,5,91534
1133,1,2,3,2.0,20200103,5,91659
1134,1,11,11,,20200103,5,91717
1135,1,9,3,3.0,20200103,5,91801
1136,1,17,5,19.0,20200103,5,91931
1137,2,21,4,15.0,20200103,5,92307
1138,1,9,3,3.0,20200103,5,92350
1139,1,12,1,,20200103,5,92509
1140,1,17,2,,20200103,5,92639
1141,2,20,8,18.0,20200103,5,92714
1142,1,17,1,,20200103,5,92745
1143,1,12,3,2.0,20200103,5,92912
1144,1,8,2,,20200103,5,92914
1145,1,1,4,10.0,20200103,5,93010
1146,1,12,3,2.0,20200103,5,93023
1147,2,17,5,15.0,20200103,5,93030
1148,1,12,3,7.0,20200103,5,93046
1149,1,7,2,,20200103,5,93207
1150,2,22,4,15.0,20200103,5,93303
1151,2,3,4,16.0,20200103,5,93359
1152,1,8,1,,20200103,5,93441
1153,2,20,3,17.0,20200103,5,93518
1154,1,10,12,,20200103,5,93519
1155,2,22,4,15.0,20200103,5,93614
1156,2,21,3,18.0,20200103,5,93705
1157,1,16,3,8.0,20200103,5,93738
1158,2,19,3,16.0,20200103,5,93807
1159,2,12,8,17.0,20200103,5,93818
1160,2,18,8,16.0,20200103,5,93913
1161,1,14,4,19.0,20200103,5,93954
1162,1,12,7,2.0,20200103,5,93954
1163,1,2,3,5.0,20200103,5,94052
1164,1,10,13,,20200103,5,94209
1165,2,22,3,15.0,20200103,5,94212
1166,2,21,4,15.0,20200103,5,94255
1167,1,13,4,11.0,20200103,5,94335
1168,2,18,3,15.0,20200103,5,94353
1169,2,20,8,18.0,20200103,5,94430
1170,2,19,3,17.0,20200103,5,94440
1171,1,15,3,8.0,20200103,5,94546
1172,1,12,8,1.0,20200103,5,94557
1173,2,20,7,18.0,20200103,5,94616
1174,2,21,3,15.0,20200103,5,94631
1175,2,13,7,18.0,20200103,5,94638
1176,1,12,8,6.0,20200103,5,94751
1177,1,15,8,8.0,20200103,5,94850
1178,2,13,3,16.0,20200103,5,95001
1179,1,10,11,,20200103,5,95156
1180,1,13,3,11.0,20200103,5,95226
1181,2,20,3,16.0,20200103,5,95529
1182,2,18,7,16.0,20200103,5,95557
1183,1,19,2,,20200103,5,95833
1184,1,9,2,,20200103,5,95930
1185,2,22,3,18.0,20200103,5,95945
1186,1,15,2,,20200103,5,100044
1187,1,19,1,,20200103,5,100219
1188,1,13,7,19.0,20200103,5,100224
1189,1,14,4,19.0,20200103,5,100229
1190,1,11,14,,20200103,5,100314
1191,1,15,1,,20200103,5,100506
1192,1,15,2,,20200103,5,100522
1193,1,3,8,9.0,20200103,5,100537
1194,2,19,3,17.0,20200103,5,100612
1195,1,13,7,11.0,20200103,5,100633
1196,1,10,11,,20200103,5,100652
1197,1,10,11,,20200103,5,100823
1198,2,19,3,18.0,20200103,5,101111
1199,1,10,12,,20200103,5,101117
1200,1,16,8,13.0,20200103,5,101143
1201,1,19,2,,20200103,5,101150
1202,1,19,1,,20200103,5,101159
1203,2,18,7,16.0,20200103,5,101217
1204,1,9,1,,20200103,5,101340
1205,1,16,4,10.0,20200103,5,101343
1206,2,19,3,18.0,20200103,5,101423
1207,1,1,4,10.0,20200103,5,101555
1208,2,2,4,16.0,20200103,5,101606
1209,1,16,3,4.0,20200103,5,101611
1210,2,18,4,15.0,20200103,5,101649
1211,1,11,11,,20200103,5,101820
1212,1,10,11,,20200103,5,101822
1213,1,19,3,19.0,20200103,5,101857
1214,2,20,3,18.0,20200103,5,101927
1215,2,22,3,15.0,20200103,5,102141
1216,1,15,1,,20200103,5,102142
1217,1,11,11,,20200103,5,102158
1218,1,12,2,,20200103,5,102201
1219,1,17,2,,20200103,5,102230
1220,1,12,1,,20200103,5,102304
1221,1,12,7,2.0,20200103,5,102406
1222,1,10,13,,20200103,5,102438
1223,1,15,2,,20200103,5,102459
1224,2,19,3,16.0,20200103,5,102625
1225,1,17,1,,20200103,5,102651
1226,1,18,2,,20200103,5,102710
1227,1,16,3,19.0,20200103,5,102811
1228,2,20,3,18.0,20200103,5,102853
1229,1,9,3,3.0,20200103,5,102907
1230,2,22,3,18.0,20200103,5,103046
1231,1,13,7,11.0,20200103,5,103046
1232,1,6,2,,20200103,5,103121
1233,1,15,1,,20200103,5,103204
1234,1,15,2,,20200103,5,103255
1235,1,10,14,,20200103,5,103425
1236,1,22,2,,20200103,5,103511
1237,1,2,8,9.0,20200103,5,103512
1238,2,20,7,18.0,20200103,5,103649
1239,2,20,8,18.0,20200103,5,103830
1240,2,20,4,18.0,20200103,5,103834
1241,2,19,3,16.0,20200103,5,103908
1242,1,13,8,11.0,20200103,5,103908
1243,1,10,15,,20200103,5,103909
1244,1,1,2,,20200103,5,103916
1245,1,15,1,,20200103,5,104042
1246,1,3,3,13.0,20200103,5,104228
1247,1,1,1,,20200103,5,104407
1248,1,18,1,,20200103,5,104617
1249,1,1,2,,20200103,5,104800
1250,1,16,7,14.0,20200103,5,104850
1251,1,5,2,,20200103,5,104939
1252,1,19,3,19.0,20200103,5,104941
1253,1,10,2,,20200103,5,105043
1254,1,18,2,,20200103,5,105051
1255,1,12,3,6.0,20200103,5,105113
1256,1,16,7,12.0,20200103,5,105121
1257,1,15,2,,20200103,5,105207
1258,1,19,2,,20200103,5,105319
1259,1,12,2,,20200103,5,105455
1260,1,1,1,,20200103,5,105520
1261,1,11,11,,20200103,5,105559
1262,1,17,2,,20200103,5,105626
1263,1,18,1,,20200103,5,105810
1264,1,16,2,,20200103,5,110030
1265,1,10,1,,20200103,5,110039
1266,1,1,8,9.0,20200103,5,110125
1267,1,16,1,,20200103,5,110132
1268,1,14,2,,20200103,5,110139
1269,1,7,1,,20200103,5,110220
1270,1,13,2,,20200103,5,110350
1271,1,12,1,,20200103,5,110458
1272,1,16,7,12.0,20200103,5,110521
1273,2,18,3,15.0,20200103,5,110550
1274,1,22,1,,20200103,5,110619
1275,2,18,8,15.0,20200103,5,110730
1276,1,16,4,13.0,20200103,5,110848
1277,1,14,1,,20200103,5,110920
1278,2,18,7,16.0,20200103,5,110933
1279,1,12,8,5.0,20200103,5,110953
1280,1,8,3,4.0,20200103,5,111006
1281,1,12,8,5.0,20200103,5,111040
1282,2,18,8,15.0,20200103,5,111118
1283,1,17,1,,20200103,5,111131
1284,1,10,14,,20200103,5,111138
1285,1,12,8,6.0,20200103,5,111159
1286,1,13,1,,20200103,5,111309
1287,1,11,11,,20200103,5,111355
1288,1,19,1,,20200103,5,111559
1289,1,12,3,6.0,20200103,5,111604
1290,1,2,7,9.0,20200103,5,111830
1291,2,21,3,15.0,20200103,5,112013
1292,1,9,3,3.0,20200103,5,112156
1293,1,17,5,14.0,20200103,5,112241
1294,1,19,2,,20200103,5,112356
1295,1,19,1,,20200103,5,112428
1296,2,18,4,15.0,20200103,5,112449
1297,2,19,3,17.0,20200103,5,112753
1298,1,12,7,5.0,20200103,5,112810
1299,1,16,2,,20200103,5,112958
1300,1,3,8,3.0,20200103,5,113005
1301,1,13,4,19.0,20200103,5,113043
1302,1,17,5,19.0,20200103,5,113055
1303,1,16,1,,20200103,5,113144
1304,1,2,3,1.0,20200103,5,113311
1305,1,10,11,,20200103,5,113321
1306,1,22,2,,20200103,5,113336
1307,1,17,2,,20200103,5,113406
1308,2,12,3,17.0,20200103,5,113449
1309,1,4,3,4.0,20200103,5,113533
1310,2,18,8,15.0,20200103,5,113702
1311,1,12,2,,20200103,5,113707
1312,1,15,1,,20200103,5,113724
1313,1,16,3,9.0,20200103,5,113847
1314,2,20,4,18.0,20200103,5,113943
1315,1,8,3,3.0,20200103,5,114023
1316,1,22,1,,20200103,5,114138
1317,1,10,11,,20200103,5,114423
1318,2,21,3,18.0,20200103,5,114502
1319,2,18,7,15.0,20200103,5,114557
1320,1,2,4,4.0,20200103,5,114601
1321,1,3,3,11.0,20200103,5,114654
1322,1,16,3,19.0,20200103,5,114707
1323,2,18,8,16.0,20200103,5,114720
1324,1,16,8,12.0,20200103,5,114752
1325,1,16,7,12.0,20200103,5,114810
1326,1,18,2,,20200103,5,114810
1327,1,17,1,,20200103,5,114917
1328,1,16,7,13.0,20200103,5,114943
1329,1,6,1,,20200103,5,115036
1330,1,19,2,,20200103,5,115056
1331,1,4,2,,20200103,5,115105
1332,1,14,8,19.0,20200103,5,115226
1333,2,20,3,18.0,20200103,5,115416
1334,2,14,7,18.0,20200103,5,115431
1335,1,15,2,,20200103,5,115513
1336,1,21,2,,20200103,5,115533
1337,1,14,2,,20200103,5,115556
1338,1,18,1,,20200103,5,115634
1339,1,16,3,14.0,20200103,5,115735
1340,2,18,8,16.0,20200103,5,115739
1341,1,6,3,3.0,20200103,5,115741
1342,1,12,1,,20200103,5,115900
1343,2,18,3,15.0,20200103,5,115926
1344,1,19,1,,20200103,5,120048
1345,1,16,8,14.0,20200103,5,120147
1346,1,16,7,14.0,20200103,5,120253
1347,1,16,2,,20200103,5,120330
1348,2,18,4,16.0,20200103,5,120420
1349,1,15,1,,20200103,5,120426
1350,2,20,4,18.0,20200103,5,120533
1351,1,11,14,,20200103,5,120547
1352,2,20,4,18.0,20200103,5,120634
1353,1,14,1,,20200103,5,120712
1354,2,17,5,17.0,20200103,5,120718
1355,2,19,3,18.0,20200103,5,120924
1356,1,21,1,,20200103,5,121003
1357,2,19,3,16.0,20200103,5,121006
1358,1,8,2,,20200103,5,121009
1359,1,15,7,8.0,20200103,5,121053
1360,1,22,2,,20200103,5,121056
1361,1,16,1,,20200103,5,121344
1362,1,19,2,,20200103,5,121429
1363,1,11,12,,20200103,5,121448
1364,2,18,8,15.0,20200103,5,121743
1365,2,17,5,16.0,20200103,5,121832
1366,1,19,1,,20200103,5,122001
1367,2,17,5,17.0,20200103,5,122021
1368,1,13,3,19.0,20200103,5,122035
1369,1,16,8,10.0,20200103,5,122037
1370,1,8,1,,20200103,5,122059
1371,2,19,3,18.0,20200103,5,122241
1372,1,12,8,7.0,20200103,5,122400
1373,1,21,2,,20200103,5,122413
1374,1,16,8,14.0,20200103,5,122454
1375,1,5,1,,20200103,5,122631
1376,2,19,3,16.0,20200103,5,122740
1377,1,17,5,3.0,20200103,5,122812
1378,1,12,2,,20200103,5,122819
1379,2,19,3,17.0,20200103,5,122829
1380,1,17,2,,20200103,5,122901
1381,1,13,7,19.0,20200103,5,123107
1382,1,21,1,,20200103,5,123306
1383,1,11,12,,20200103,5,123341
1384,2,21,4,15.0,20200103,5,123404
1385,1,12,1,,20200103,5,123411
1386,1,12,2,,20200103,5,123421
1387,1,15,4,8.0,20200103,5,123439
1388,1,16,8,10.0,20200103,5,123510
1389,1,18,2,,20200103,5,123512
1390,1,17,1,,20200103,5,123654
1391,2,20,4,18.0,20200103,5,123657
1392,1,17,5,8.0,20200103,5,123701
1393,1,10,12,,20200103,5,123831
1394,1,6,2,,20200103,5,124034
1395,1,17,5,4.0,20200103,5,124054
1396,1,22,1,,20200103,5,124144
1397,1,3,7,4.0,20200103,5,124241
1398,2,21,3,18.0,20200103,5,124326
1399,1,11,13,,20200103,5,124344
1400,1,13,7,11.0,20200103,5,124459
1401,1,3,7,4.0,20200103,5,124551
1402,1,11,14,,20200103,5,124835
1403,1,17,5,19.0,20200103,5,124847
